START		200	None		Collect $200 as you pass GO
PROPERTY	60	DARK_RED	Gorf's council estate
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
UTILITY		200	None		Chrono's Horses
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} to {owner}!
CHANCE		-1	None		Chance
PROPERTY	350	DARK_BLUE	Ghost Park
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
TAX		100	None		The Gov't Hates You (pay $100)
PROPERTY	400	DARK_BLUE	Shadow People Park
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
